time,temp,tmin,tmax,rhum,prcp,snwd,wspd,pres,tsun,cldc
2018-10-11,27.9,78.98,89.06,86,0.0,0,9.4,1012.2,,
2018-10-12,27.8,77.0,89.96000000000001,85,0.0,0,8.6,1011.1,,
2018-10-13,27.6,77.0,89.96000000000001,84,0.0,0,7.2,1012.2,,
2018-10-14,27.8,77.0,87.98,84,5.1,0,10.8,1015.6,,4
2018-10-15,28.1,78.08,89.06,80,1.0,0,20.2,1017.6,,
2018-10-16,28.4,80.06,89.06,79,0.0,0,23.0,1018.1,,
2018-10-17,28.2,78.08,87.98,81,4.8,0,17.6,1018.8,,
2018-10-18,28.1,78.08,87.98,78,0.0,0,15.8,1020.0,,
2018-10-19,27.7,75.02,87.08000000000001,77,2.0,0,14.4,1019.7,,
2018-10-20,27.1,73.04,89.06,81,0.0,0,6.1,1016.6,,3
2018-10-21,27.3,75.02,91.03999999999999,76,0.0,0,10.4,1015.7,,
2018-10-22,26.4,75.92,84.91999999999999,75,0.5,0,15.8,1018.0,,
2018-10-23,26.4,75.02,84.91999999999999,71,0.0,0,9.4,1017.2,,
2018-10-24,26.3,73.94,87.08000000000001,74,0.0,0,7.6,1015.2,,
2018-10-25,26.1,73.04,86.0,76,0.0,0,7.9,1013.4,,3
2018-10-26,27.1,73.94,89.06,75,0.0,0,11.9,1011.2,,4
2018-10-27,27.1,73.04,87.98,75,0.0,0,10.8,1012.9,,3
2018-10-28,23.3,66.02,80.96,65,0.0,0,11.9,1018.7,,3
2018-10-29,22.8,66.02,82.94,60,0.0,0,9.7,1019.0,,1
2018-10-30,23.5,64.94,84.02,66,0.0,0,9.4,1018.7,,3
2018-10-31,25.1,68.0,84.02,64,0.0,0,15.8,1019.1,,
2018-11-01,25.9,73.94,84.91999999999999,72,0.0,0,15.5,1016.3,,
2018-11-02,26.7,71.06,87.98,82,1.3,0,13.3,1014.6,,
2018-11-03,24.1,71.96,82.94,89,34.8,0,9.0,1017.5,,
2018-11-04,26.4,75.92,84.91999999999999,84,9.1,0,17.3,1018.9,,
2018-11-05,26.4,73.04,84.91999999999999,76,0.0,0,13.7,1017.6,,
2018-11-06,26.2,73.04,84.91999999999999,81,0.0,0,10.4,1016.4,,
2018-11-07,26.6,75.02,84.91999999999999,78,0.0,0,12.2,1016.0,,3
2018-11-08,26.7,75.02,86.0,80,0.0,0,10.1,1015.5,,
2018-11-09,26.6,75.02,84.91999999999999,80,0.0,0,10.1,1015.7,,3
2018-11-10,26.3,73.94,87.98,78,0.0,0,7.2,1016.6,,3
2018-11-11,26.1,73.94,84.91999999999999,84,15.7,0,12.2,1018.0,,
2018-11-12,26.6,73.94,84.02,82,5.8,0,16.2,1017.3,,
2018-11-13,26.5,75.92,86.0,88,1.0,0,14.0,1017.2,,
2018-11-14,26.9,75.92,86.0,86,0.0,0,11.9,1016.9,,
2018-11-15,26.6,66.92,84.02,85,2.3,0,11.5,1015.0,,
2018-11-16,20.1,60.980000000000004,73.94,75,0.0,0,11.5,1017.2,,
2018-11-17,21.2,64.94,77.0,75,0.0,0,12.6,1018.4,,
2018-11-18,24.6,71.06,82.04,70,0.0,0,15.1,1018.4,,
2018-11-19,25.5,71.06,84.02,78,0.0,0,9.0,1017.9,,
2018-11-20,25.6,71.06,84.02,82,0.0,0,6.8,1017.7,,
2018-11-21,24.5,71.96,82.94,84,0.0,0,9.0,1019.0,,
2018-11-22,23.2,69.08,80.06,82,0.0,0,8.6,1018.5,,
2018-11-23,23.4,68.0,80.96,80,0.3,0,8.6,1015.7,,
2018-11-24,24.2,69.08,82.94,84,0.0,0,11.2,1012.1,,
2018-11-25,24.9,71.06,84.02,84,0.0,0,6.5,1013.9,,
2018-11-26,24.6,68.0,84.91999999999999,86,0.0,0,9.4,1014.5,,
2018-11-27,22.1,55.04,73.04,84,0.0,0,13.0,1014.0,,
2018-11-28,14.1,51.08,64.04,45,0.0,0,14.0,1018.6,,2
2018-11-29,15.2,50.0,73.04,51,0.0,0,8.6,1020.3,,
2018-11-30,20.7,64.04,77.0,70,0.0,0,11.2,1019.6,,
2018-12-01,24.6,73.04,82.94,76,0.0,0,16.9,1016.3,,
2018-12-02,25.9,75.02,86.0,86,0.0,0,14.8,1015.7,,
2018-12-03,26.7,75.02,87.08000000000001,82,0.0,0,10.8,1016.0,,2
2018-12-04,25.4,73.04,84.91999999999999,87,0.0,0,9.4,1016.1,,
2018-12-05,21.8,57.92,75.02,62,0.0,0,14.4,1019.7,,
2018-12-06,17.3,53.96,77.0,59,0.0,0,11.9,1024.2,,2
2018-12-07,21.2,64.04,78.98,66,0.0,0,13.7,1024.7,,
2018-12-08,23.7,66.02,82.04,74,0.0,0,18.0,1021.4,,
2018-12-09,25.0,71.96,84.02,86,0.3,0,16.6,1015.9,,
2018-12-10,21.7,60.08,73.04,79,0.0,0,11.2,1017.5,,
2018-12-11,15.7,53.06,66.02,67,0.0,0,13.0,1023.4,,3
2018-12-12,15.9,51.98,75.02,64,0.0,0,13.3,1023.0,,
2018-12-13,22.6,66.02,80.06,68,0.0,,14.0,1019.9,,
2018-12-14,24.3,71.96,82.04,83,0.0,0,17.6,1017.7,,
2018-12-15,24.6,68.0,82.04,91,15.0,0,10.4,1017.7,,
2018-12-16,22.0,66.02,78.98,78,0.0,0,7.2,1019.5,,
2018-12-17,18.8,59.0,71.06,77,0.0,0,9.4,1019.5,,2
2018-12-18,17.7,55.94,77.0,76,0.0,0,5.8,1018.5,,3
2018-12-19,20.8,60.980000000000004,78.08,78,0.0,0,9.7,1016.2,,
2018-12-20,24.6,64.94,82.94,85,24.4,0,20.9,1009.7,,
2018-12-21,20.1,60.980000000000004,73.94,73,0.0,0,22.0,1010.3,,
2018-12-22,16.8,53.06,69.08,70,0.0,0,5.0,1020.0,,
2018-12-23,17.2,55.04,73.94,69,0.0,0,7.6,1023.1,,2
2018-12-24,19.6,62.059999999999995,75.92,68,0.0,0,9.7,1022.4,,
2018-12-25,20.3,62.959999999999994,75.92,71,0.0,0,11.5,1021.4,,
2018-12-26,22.8,69.98,77.0,71,0.3,0,20.9,1021.8,,
2018-12-27,24.3,73.04,80.96,78,0.0,0,30.6,1020.6,,
2018-12-28,25.3,75.02,82.04,86,0.3,0,21.6,1020.4,,
2018-12-29,25.4,73.94,82.94,88,0.0,0,14.4,1021.2,,
2018-12-30,24.4,71.06,80.96,80,0.0,0,14.0,1021.0,,3
2018-12-31,24.3,71.96,82.04,79,0.0,0,18.4,1020.9,,3
2019-01-01,24.3,71.06,82.04,83,0.0,0,16.9,1021.0,,
2019-01-02,24.4,71.06,82.04,79,0.0,0,16.9,1020.7,,3
2019-01-03,25.1,73.04,82.94,86,0.0,0,13.7,1018.1,,
2019-01-04,24.9,71.06,84.02,84,0.0,0,13.0,1016.5,,
2019-01-05,23.3,62.059999999999995,78.98,79,0.3,0,11.2,1016.8,,
2019-01-06,18.7,55.04,77.0,77,0.0,0,7.9,1019.9,,2
2019-01-07,21.5,60.08,78.98,72,0.0,0,9.4,1021.7,,2
2019-01-08,21.8,60.08,82.04,74,0.0,0,5.0,1021.1,,
2019-01-09,21.5,62.959999999999994,77.0,72,0.0,0,8.6,1018.8,,
2019-01-10,16.6,53.06,68.0,47,0.0,0,12.6,1017.9,,1
2019-01-11,16.8,53.06,75.92,69,0.0,0,11.9,1019.8,,
2019-01-12,22.3,66.92,78.98,69,1.5,0,17.3,1021.5,,
2019-01-13,23.1,68.0,80.06,83,0.0,0,9.0,1020.5,,
2019-01-14,21.5,64.04,78.08,76,0.0,0,8.3,1020.2,,2
2019-01-15,17.8,57.02,69.08,73,0.0,0,12.6,1020.2,,
2019-01-16,16.1,53.06,73.04,70,0.0,0,11.9,1021.6,,3
2019-01-17,18.5,57.02,78.08,75,0.0,0,7.6,1022.0,,
2019-01-18,20.6,57.92,80.06,71,0.0,0,5.8,1020.4,,
2019-01-19,20.7,60.08,78.08,78,0.0,0,9.4,1017.1,,
2019-01-20,21.2,53.96,73.94,79,4.6,0,18.7,1014.5,,
2019-01-21,13.8,46.04,69.98,71,0.0,0,11.5,1023.6,,
2019-01-22,20.5,59.0,78.08,63,0.0,0,29.2,1025.9,,
2019-01-23,22.9,69.98,78.98,70,0.0,0,29.2,1021.8,,
2019-01-24,24.4,69.98,84.02,87,4.1,0,18.4,1016.0,,
2019-01-25,19.3,59.0,69.98,76,0.0,0,13.7,1019.7,,
2019-01-26,15.1,55.94,64.04,97,20.1,0,9.4,1019.1,,
2019-01-27,19.9,60.08,75.02,94,18.5,0,10.4,1010.5,,
2019-01-28,14.2,51.08,60.08,87,1.5,0,15.5,1014.3,,
2019-01-29,13.9,50.0,69.98,67,0.0,0,9.7,1016.9,,
2019-01-30,16.8,53.96,71.96,73,0.0,0,5.8,1019.3,,
2019-01-31,18.6,57.92,75.92,83,0.3,0,11.2,1022.3,,
2019-02-01,21.5,62.059999999999995,78.98,84,0.0,0,11.2,1021.1,,
2019-02-02,23.4,69.98,80.96,84,0.0,0,13.0,1019.0,,
2019-02-03,23.4,66.02,82.94,80,0.0,0,6.5,1016.1,,3
2019-02-04,22.1,66.02,77.0,82,0.0,0,7.6,1016.7,,
2019-02-05,21.7,64.04,80.06,78,0.0,0,7.6,1018.5,,3
2019-02-06,22.0,62.959999999999994,78.98,72,0.0,0,10.8,1020.4,,2
2019-02-07,22.1,62.959999999999994,78.98,71,0.0,0,12.6,1020.7,,
2019-02-08,22.8,64.94,80.96,74,0.0,0,9.7,1021.9,,
2019-02-09,22.6,68.0,78.08,78,4.3,0,14.0,1024.0,,
2019-02-10,23.8,71.06,80.96,73,0.0,0,23.0,1023.3,,
2019-02-11,23.6,71.96,78.98,86,1.5,0,18.0,1020.0,,
2019-02-12,24.6,73.04,82.04,86,0.0,0,16.9,1018.2,,
2019-02-13,21.5,60.08,75.02,96,19.3,0,13.0,1016.3,,
2019-02-14,18.8,57.02,78.08,76,0.0,0,13.0,1016.5,,
2019-02-15,21.8,62.959999999999994,80.96,82,0.0,0,7.6,1014.9,,
2019-02-16,22.2,60.980000000000004,80.96,74,0.0,0,8.6,1013.9,,
2019-02-17,23.7,66.02,82.94,85,0.0,0,11.9,1016.0,,3
2019-02-18,25.9,75.02,84.91999999999999,88,0.0,0,14.0,1019.2,,4
2019-02-19,25.8,73.04,84.91999999999999,81,8.9,0,20.5,1021.2,,
2019-02-20,25.5,75.02,84.02,80,0.3,0,21.6,1019.3,,
2019-02-21,25.6,75.02,82.94,80,0.0,0,19.4,1019.5,,
2019-02-22,25.5,73.94,84.91999999999999,83,0.0,0,15.8,1020.5,,
2019-02-23,26.0,75.02,84.02,81,0.0,0,19.4,1020.3,,
2019-02-24,25.8,73.04,84.91999999999999,82,0.0,0,11.2,1019.5,,
2019-02-25,24.8,69.98,84.02,81,0.0,0,13.7,1022.4,,
2019-02-26,24.8,73.94,82.04,78,0.0,0,20.5,1022.8,,
2019-02-27,24.4,69.98,84.02,84,4.6,0,10.8,1019.4,,
2019-02-28,23.8,68.0,82.94,75,0.0,0,7.9,1018.0,,2
2019-03-01,23.8,66.92,82.04,76,0.0,0,9.0,1019.4,,4
2019-03-02,24.3,66.92,84.91999999999999,77,0.0,0,7.6,1019.3,,3
2019-03-03,25.3,71.06,84.02,80,0.3,0,13.0,1016.1,,
2019-03-04,25.7,69.08,89.06,72,0.0,0,10.8,1015.3,,2
2019-03-05,25.1,64.94,87.08000000000001,79,0.0,0,12.2,1017.3,,
2019-03-06,18.0,53.96,71.96,60,0.0,0,15.8,1023.6,,2
2019-03-07,17.4,55.04,75.02,64,0.0,0,14.4,1024.2,,
2019-03-08,21.9,62.059999999999995,80.06,69,0.0,0,15.8,1021.1,,
2019-03-09,24.2,69.08,84.02,76,0.0,0,19.4,1018.8,,
2019-03-10,25.3,73.04,84.02,79,0.0,0,19.8,1020.7,,
2019-03-11,25.2,71.06,84.91999999999999,79,0.0,0,10.8,1021.5,,4
2019-03-12,24.9,69.08,86.0,79,0.0,0,10.4,1019.8,,
2019-03-13,24.8,73.94,82.04,71,0.0,0,22.0,1019.2,,
2019-03-14,24.5,73.04,82.04,71,0.0,0,24.1,1019.4,,
2019-03-15,24.9,73.04,80.96,76,0.0,0,17.3,1019.6,,
2019-03-16,24.4,69.98,84.02,76,2.3,0,10.8,1019.1,,
2019-03-17,24.1,69.98,86.0,82,3.0,0,7.2,1017.2,,
2019-03-18,23.0,68.0,80.96,82,0.3,0,9.4,1016.5,,
2019-03-19,20.7,64.04,71.06,94,25.9,0,11.5,1016.5,,
2019-03-20,20.7,64.04,80.06,86,0.3,0,14.0,1015.1,,
2019-03-21,21.2,62.959999999999994,78.98,74,0.0,0,12.2,1014.9,,
2019-03-22,19.5,59.0,75.02,51,0.0,0,10.8,1018.1,,0
2019-03-23,20.0,59.0,78.98,56,0.0,0,11.2,1021.3,,2
2019-03-24,22.8,66.02,80.06,58,0.0,0,18.0,1022.2,,
2019-03-25,23.6,68.0,84.02,71,10.7,0,10.4,1018.8,,3
2019-03-26,24.3,68.0,86.0,68,0.0,0,10.1,1016.0,,
2019-03-27,22.1,64.04,80.06,65,0.0,0,16.2,1016.2,,3
2019-03-28,19.8,62.059999999999995,75.92,76,3.3,0,15.5,1019.5,,
2019-03-29,21.6,66.02,78.98,68,2.5,0,13.7,1019.5,,
2019-03-30,22.4,62.059999999999995,80.06,65,0.0,0,12.2,1017.7,,
2019-03-31,23.4,66.02,82.94,70,0.0,0,10.4,1016.9,,
2019-04-01,24.4,68.0,84.02,63,0.0,0,10.8,1017.4,,3
2019-04-02,25.0,66.02,89.06,67,0.0,0,10.8,1018.0,,
2019-04-03,24.6,71.96,82.94,76,0.0,0,18.4,1022.1,,
2019-04-04,23.4,69.08,78.08,85,40.4,0,15.8,1022.6,,
2019-04-05,25.0,71.96,82.04,76,0.0,0,14.4,1019.7,,
2019-04-06,25.4,69.98,84.91999999999999,76,0.0,0,14.8,1020.0,,
2019-04-07,26.0,75.02,84.91999999999999,75,0.0,0,20.9,1020.2,,
2019-04-08,26.2,75.92,84.91999999999999,74,0.0,0,19.8,1017.8,,
2019-04-09,24.8,71.96,80.96,84,10.9,0,13.3,1013.0,,
2019-04-10,24.3,71.06,84.91999999999999,72,0.0,0,12.6,1009.6,,
2019-04-11,24.5,69.08,84.91999999999999,73,0.0,0,9.7,1011.7,,2
2019-04-12,25.7,69.08,86.0,75,0.0,0,15.8,1015.0,,3
2019-04-13,26.5,75.92,84.02,75,0.0,0,19.8,1015.6,,
2019-04-14,27.3,78.08,87.08000000000001,76,0.0,0,20.5,1014.2,,
2019-04-15,27.4,73.04,87.98,71,0.0,0,12.2,1015.3,,
2019-04-16,25.4,69.98,82.94,59,0.0,0,14.4,1019.2,,2
2019-04-17,24.7,69.98,82.04,58,0.0,0,14.8,1018.4,,4
2019-04-18,26.1,75.02,86.0,74,0.5,0,22.7,1015.4,,
2019-04-19,27.2,71.96,89.96000000000001,73,25.4,0,22.3,1012.6,,
2019-04-20,23.9,66.92,82.94,60,0.0,0,13.3,1015.0,,
2019-04-21,21.6,60.08,80.96,54,0.0,0,7.9,1019.3,,2
2019-04-22,23.4,69.08,80.06,55,0.0,0,12.6,1020.0,,3
2019-04-23,23.8,68.0,82.94,55,0.0,0,12.2,1018.5,,3
2019-04-24,23.8,66.92,82.04,62,0.0,0,7.2,1016.8,,3
2019-04-25,24.8,69.98,86.0,70,0.0,0,14.0,1015.5,,
2019-04-26,26.7,73.94,89.96000000000001,68,0.0,0,15.5,1013.8,,
2019-04-27,25.1,68.0,84.91999999999999,73,0.0,0,12.6,1015.0,,
2019-04-28,25.8,71.06,86.0,72,0.0,0,11.5,1016.5,,
2019-04-29,26.5,75.02,86.0,72,0.0,0,15.8,1018.6,,4
2019-04-30,26.6,73.04,86.0,68,3.0,0,22.3,1020.2,,4
2019-05-01,25.9,73.04,84.91999999999999,71,3.3,0,24.1,1018.7,,
2019-05-02,25.6,73.04,84.02,82,3.6,0,13.0,1016.5,,
2019-05-03,27.1,75.02,87.98,78,3.6,0,13.7,1016.4,,
2019-05-04,27.6,77.0,87.98,75,0.0,0,14.8,1015.1,,
2019-05-05,28.4,71.96,91.03999999999999,72,33.3,0,15.5,1013.6,,
2019-05-06,26.0,71.96,89.96000000000001,80,22.1,0,7.2,1015.6,,
2019-05-07,26.1,73.04,87.08000000000001,78,25.7,,6.5,1016.7,,
2019-05-08,27.6,75.92,87.98,70,0.0,0,14.0,1015.6,,
2019-05-09,28.1,77.0,89.06,70,4.3,0,14.0,1015.3,,
2019-05-10,27.6,75.02,87.98,72,0.5,0,13.7,1015.5,,
2019-05-11,28.2,78.98,87.98,70,0.0,0,15.1,1014.9,,
2019-05-12,27.9,71.96,89.96000000000001,74,15.0,0,11.2,1013.7,,
2019-05-13,28.3,75.92,93.91999999999999,72,5.1,0,13.0,1013.3,,
2019-05-14,28.6,75.92,95.0,69,0.0,0,11.2,1013.7,,
2019-05-15,27.7,77.0,87.08000000000001,65,0.0,0,7.9,1014.5,,
2019-05-16,26.6,75.92,84.91999999999999,68,0.3,0,15.1,1015.5,,
2019-05-17,26.6,75.02,87.08000000000001,62,0.0,0,13.7,1016.0,,3
2019-05-18,26.9,73.04,87.98,65,0.0,0,15.5,1015.6,,
2019-05-19,28.2,77.0,89.06,65,0.0,0,15.8,1015.8,,
2019-05-20,27.3,75.92,87.08000000000001,69,0.3,0,9.4,1015.7,,
2019-05-21,28.4,77.0,89.96000000000001,62,0.0,0,15.5,1014.4,,2
2019-05-22,28.0,75.92,89.06,59,0.3,0,15.8,1017.2,,3
2019-05-23,28.2,78.98,89.06,60,0.0,0,23.4,1019.0,,
2019-05-24,27.2,78.08,86.0,56,0.0,0,20.9,1018.3,,
2019-05-25,27.1,77.0,87.08000000000001,57,0.0,0,20.2,1018.3,,
2019-05-26,28.0,78.08,87.98,62,0.0,0,21.6,1019.0,,
2019-05-27,28.1,78.98,87.98,62,0.0,0,18.0,1017.1,,3
2019-05-28,27.4,75.02,87.98,58,0.0,0,15.5,1015.3,,2
2019-05-29,27.7,77.0,87.98,65,0.0,0,18.4,1014.7,,
2019-05-30,28.3,78.08,89.06,67,0.0,0,16.9,1015.4,,
2019-05-31,29.0,80.06,89.96000000000001,69,0.0,0,16.9,1015.2,,
2019-06-01,29.2,78.98,93.02,65,0.0,0,9.4,1013.9,,
2019-06-02,29.3,78.98,91.94,65,0.0,0,10.4,1013.3,,
2019-06-03,30.0,80.96,96.08000000000001,65,0.0,0,11.5,1014.7,,
2019-06-04,29.3,80.06,91.94,68,1.8,0,9.4,1016.5,,
2019-06-05,29.5,80.06,91.94,66,0.0,0,12.6,1016.2,,
2019-06-06,29.0,80.06,91.03999999999999,69,20.3,0,11.5,1014.1,,
2019-06-07,29.2,73.94,95.0,70,39.4,0,10.4,1012.5,,
2019-06-08,27.6,75.02,91.94,80,59.2,0,8.6,1013.4,,
2019-06-09,27.4,77.0,87.98,81,14.5,0,6.1,1015.4,,
2019-06-10,27.2,75.02,89.96000000000001,76,8.6,0,6.1,1016.7,,
2019-06-11,29.1,78.08,91.03999999999999,70,0.3,0,6.8,1016.5,,
2019-06-12,28.3,78.08,91.94,72,0.8,0,6.5,1016.2,,
2019-06-13,28.2,78.98,89.96000000000001,74,0.3,0,6.8,1017.2,,
2019-06-14,27.5,73.94,93.91999999999999,76,17.5,0,6.5,1018.3,,
2019-06-15,27.1,78.08,89.06,78,3.8,0,6.1,1018.0,,
2019-06-16,25.8,71.96,82.94,81,61.7,0,10.4,1017.1,,
2019-06-17,26.3,75.02,86.0,81,15.5,0,11.9,1017.2,,
2019-06-18,27.1,75.02,91.03999999999999,76,18.3,0,7.6,1018.0,,
2019-06-19,27.8,75.02,91.03999999999999,75,0.0,0,10.8,1017.1,,
2019-06-20,29.9,80.96,91.94,71,0.0,0,11.2,1017.1,,
2019-06-21,30.3,80.06,95.0,68,0.0,0,8.3,1018.9,,3
2019-06-22,30.5,80.96,93.91999999999999,68,0.0,0,8.3,1019.5,,
2019-06-23,30.7,80.96,95.0,65,0.0,0,6.1,1018.4,,
2019-06-24,30.6,80.96,98.06,62,0.3,0,7.9,1016.9,,
2019-06-25,30.8,80.96,96.98,61,0.0,0,7.2,1017.3,,3
2019-06-26,30.6,78.08,95.0,60,0.0,0,5.0,1018.3,,3
2019-06-27,29.2,78.98,91.94,66,0.0,0,13.0,1018.1,,
2019-06-28,28.9,75.02,91.94,72,33.8,0,13.3,1018.0,,
2019-06-29,27.5,73.94,84.91999999999999,74,19.8,0,12.2,1018.7,,
2019-06-30,28.4,78.98,89.06,73,0.0,0,6.5,1018.1,,
2019-07-01,29.5,78.08,96.08000000000001,68,18.3,0,6.1,1017.5,,
2019-07-02,30.4,80.96,98.06,67,0.0,0,8.3,1015.8,,
2019-07-03,29.9,77.0,93.02,72,37.3,0,5.8,1014.7,,
2019-07-04,30.2,80.06,93.02,67,0.0,0,11.2,1015.6,,
2019-07-05,30.4,82.94,91.94,66,0.0,0,15.1,1018.0,,
2019-07-06,28.6,75.02,87.08000000000001,73,17.5,0,7.6,1018.8,,
2019-07-07,28.6,78.08,91.03999999999999,73,2.0,0,4.7,1016.8,,
2019-07-08,27.1,73.04,89.96000000000001,78,48.0,0,3.6,1015.0,,
2019-07-09,27.7,75.92,91.03999999999999,69,0.0,0,9.0,1015.9,,
2019-07-10,29.4,78.08,93.02,67,0.0,0,11.5,1016.6,,
2019-07-11,29.1,77.0,91.03999999999999,68,7.1,0,11.5,1016.5,,
2019-07-12,28.4,73.04,89.06,70,10.4,0,13.7,1016.5,,
2019-07-13,30.2,82.04,91.94,68,0.0,0,16.2,1018.2,,
2019-07-14,30.7,84.02,93.02,63,0.0,0,17.6,1019.2,,4
2019-07-15,30.4,80.96,93.02,65,0.3,0,15.8,1018.4,,
2019-07-16,30.2,82.04,91.94,65,0.0,0,13.7,1019.2,,
2019-07-17,30.4,80.96,91.94,63,0.0,0,14.0,1019.3,,3
2019-07-18,30.4,82.94,91.94,63,0.0,0,13.3,1018.5,,
2019-07-19,29.9,78.98,91.94,65,6.9,0,12.2,1018.2,,
2019-07-20,29.3,78.08,89.06,68,2.3,0,13.7,1017.6,,
2019-07-21,29.6,78.08,91.94,66,0.0,0,10.1,1017.5,,
2019-07-22,29.1,78.08,93.02,68,0.0,0,9.4,1016.0,,
2019-07-23,28.0,73.94,93.02,74,7.1,0,10.1,1015.3,,
2019-07-24,29.0,75.92,93.02,73,0.0,0,13.7,1015.4,,
2019-07-25,28.2,75.02,91.03999999999999,75,40.4,0,6.5,1017.5,,
2019-07-26,27.8,75.02,89.96000000000001,75,43.2,0,5.0,1019.6,,
2019-07-27,28.2,75.92,91.94,72,0.0,0,5.0,1020.2,,
2019-07-28,29.3,80.06,93.91999999999999,66,0.0,0,4.3,1018.7,,
2019-07-29,29.7,73.94,93.02,65,26.2,0,7.6,1016.1,,
2019-07-30,28.9,75.02,93.02,70,0.0,0,10.1,1016.1,,
2019-07-31,30.0,78.98,91.94,67,0.8,0,10.8,1016.5,,
2019-08-01,28.0,77.0,84.91999999999999,76,3.8,0,11.5,1015.6,,
2019-08-02,27.8,75.92,89.96000000000001,74,11.9,0,8.3,1014.1,,
2019-08-03,27.6,77.0,89.06,81,64.3,0,8.3,1014.8,,
2019-08-04,27.6,78.08,93.02,79,6.1,0,4.7,1016.3,,
2019-08-05,27.9,78.08,91.03999999999999,78,0.8,0,4.0,1016.8,,
2019-08-06,28.0,77.0,91.03999999999999,76,22.4,0,6.1,1016.3,,
2019-08-07,28.3,78.08,91.03999999999999,76,28.2,0,4.7,1016.3,,
2019-08-08,28.6,75.02,93.02,77,78.7,0,3.2,1016.3,,
2019-08-09,28.1,77.0,95.0,77,25.1,0,3.6,1015.8,,
2019-08-10,29.1,78.98,93.91999999999999,71,0.0,0,5.8,1015.6,,
2019-08-11,29.1,78.08,93.02,76,7.4,0,6.8,1016.0,,
2019-08-12,28.2,78.08,91.03999999999999,76,0.8,0,5.8,1014.7,,
2019-08-13,28.9,75.02,91.94,76,60.7,0,6.1,1014.3,,
2019-08-14,27.3,77.0,91.03999999999999,76,7.1,0,4.7,1015.4,,
2019-08-15,28.8,75.92,91.94,72,8.6,0,7.2,1016.7,,
2019-08-16,28.4,75.92,93.02,71,3.6,0,9.4,1018.2,,
2019-08-17,29.3,78.08,93.02,64,0.0,0,7.6,1018.6,,
2019-08-18,30.3,80.06,93.02,67,0.0,0,11.2,1018.3,,4
2019-08-19,29.6,77.0,91.94,67,13.0,0,14.8,1017.5,,
2019-08-20,28.6,80.06,89.06,68,0.8,0,15.8,1018.1,,
2019-08-21,29.4,78.98,91.03999999999999,63,0.3,0,12.2,1017.8,,
2019-08-22,28.7,77.0,89.96000000000001,70,14.2,0,9.4,1016.1,,
2019-08-23,28.7,80.96,87.98,75,1.8,0,6.8,1013.5,,
2019-08-24,28.1,78.98,87.98,79,4.3,0,7.6,1013.3,,
2019-08-25,29.1,80.06,89.96000000000001,78,6.4,0,7.2,1013.7,,
2019-08-26,28.4,78.98,91.94,78,0.0,0,3.6,1014.7,,
2019-08-27,29.4,78.98,95.0,72,0.0,0,7.6,1014.9,,
2019-08-28,30.1,78.08,96.08000000000001,70,0.0,0,4.3,1013.4,,
2019-08-29,28.7,78.98,91.03999999999999,75,1.5,0,7.2,1012.3,,
2019-08-30,28.4,75.92,89.96000000000001,74,18.5,0,15.8,1012.8,,
2019-08-31,29.6,77.0,91.03999999999999,68,9.7,,16.9,1013.3,,
2019-09-01,28.7,78.98,93.02,75,11.7,0,9.7,1011.7,,
2019-09-02,28.4,78.98,89.96000000000001,77,17.3,0,19.4,1006.7,,
2019-09-03,28.8,80.06,91.94,71,0.0,0,20.5,1005.3,,
2019-09-04,30.1,80.06,93.91999999999999,66,0.0,0,17.6,1011.1,,
2019-09-05,30.3,82.04,93.02,69,0.0,0,12.6,1014.9,,
2019-09-06,30.5,80.06,96.08000000000001,64,0.0,0,11.2,1014.2,,
2019-09-07,30.4,80.06,93.91999999999999,65,0.0,0,10.8,1014.2,,
2019-09-08,30.0,80.06,91.94,68,0.0,0,11.5,1016.4,,
2019-09-09,30.5,82.94,93.02,65,0.3,0,16.9,1018.5,,
2019-09-10,30.3,82.04,91.94,62,0.0,0,19.1,1019.4,,
2019-09-11,30.1,82.94,91.94,60,0.0,0,19.1,1017.1,,3
2019-09-12,28.8,78.08,91.03999999999999,69,15.2,0,14.0,1013.8,,
2019-09-13,28.4,78.98,89.96000000000001,74,7.6,0,16.9,1013.2,,
2019-09-14,28.5,80.06,91.03999999999999,77,6.9,0,7.6,1013.0,,
2019-09-15,29.1,78.98,93.91999999999999,72,0.0,0,9.4,1013.1,,
2019-09-16,30.2,80.06,95.0,66,1.8,0,9.7,1013.7,,4
2019-09-17,30.1,80.06,93.02,63,0.0,0,9.4,1013.1,,3
2019-09-18,29.4,80.06,91.03999999999999,64,0.0,0,14.0,1013.2,,
2019-09-19,28.3,78.08,87.98,57,2.8,0,18.7,1013.6,,
2019-09-20,27.6,78.98,87.98,66,3.0,0,24.8,1015.5,,
2019-09-21,27.9,75.02,87.08000000000001,70,15.7,0,23.0,1017.0,,
2019-09-22,28.1,80.06,89.06,63,0.0,0,23.8,1015.9,,
2019-09-23,28.2,78.98,89.06,59,0.0,0,14.8,1014.2,,
2019-09-24,27.4,75.92,87.98,59,0.0,0,9.4,1012.0,,3
2019-09-25,27.3,73.04,89.06,59,0.0,0,10.8,1012.3,,2
2019-09-26,27.7,75.02,89.06,59,0.0,0,12.2,1012.6,,4
2019-09-27,28.5,78.08,89.96000000000001,64,0.0,0,16.9,1014.0,,3
2019-09-28,29.3,80.06,91.03999999999999,65,0.0,0,16.2,1016.4,,3
2019-09-29,28.9,80.96,89.96000000000001,62,0.0,0,18.4,1016.7,,
