time,temp,tmin,tmax,rhum,prcp,snwd,wspd,pres,tsun,cldc
2016-07-16,28.3,75.02,91.03999999999999,75,0.3,,13.3,1018.4,673,
2016-07-17,29.7,78.08,91.03999999999999,70,1.5,,19.8,1019.8,634,
2016-07-18,29.3,77.0,91.94,70,0.3,,21.2,1020.6,749,
2016-07-19,30.1,80.06,91.94,66,0.0,,19.4,1019.3,741,
2016-07-20,29.9,82.04,91.94,69,0.0,,18.0,1018.7,,
2016-07-21,28.4,75.92,87.98,79,20.3,,11.5,1018.5,335,
2016-07-22,28.2,75.92,91.03999999999999,79,1.0,,7.6,1018.1,379,
2016-07-23,27.3,75.92,89.96000000000001,80,13.5,,6.1,1016.8,544,
2016-07-24,26.9,77.0,87.98,75,0.0,,6.8,1017.5,521,
2016-07-25,29.1,78.08,91.03999999999999,72,0.0,,11.9,1017.7,756,
2016-07-26,30.0,77.0,91.03999999999999,70,3.6,,15.5,1017.8,764,
2016-07-27,28.8,75.92,91.03999999999999,73,2.8,,14.4,1017.8,697,
2016-07-28,29.8,80.06,91.03999999999999,71,0.0,,15.1,1017.5,,
2016-07-29,29.4,78.98,89.96000000000001,74,1.8,,6.1,1017.4,671,
2016-07-30,29.7,78.08,93.02,66,0.0,,9.7,1017.4,656,
2016-07-31,29.4,80.06,91.03999999999999,69,0.0,,15.5,1017.9,640,
2016-08-01,30.2,73.04,91.94,70,43.7,,18.7,1018.7,,
2016-08-02,28.6,73.04,91.03999999999999,83,96.3,,14.4,1018.0,,
2016-08-03,27.2,75.02,89.96000000000001,80,0.0,,9.0,1016.7,443,
2016-08-04,29.1,80.06,91.94,76,0.0,,10.4,1016.4,,
2016-08-05,29.6,80.96,91.03999999999999,70,0.0,,12.2,1016.5,705,
2016-08-06,28.6,73.04,91.03999999999999,81,52.3,,11.5,1016.2,378,
2016-08-07,27.4,73.94,89.96000000000001,87,3.0,,7.2,1015.8,,
2016-08-08,27.0,73.94,84.91999999999999,94,8.1,,7.9,1015.6,46,
2016-08-09,27.7,73.94,89.96000000000001,86,34.3,,9.7,1017.1,524,
2016-08-10,27.7,75.92,91.94,79,1.0,,5.4,1019.0,633,
2016-08-11,28.3,78.08,87.98,79,0.0,,10.8,1018.2,630,
2016-08-12,28.6,77.0,89.96000000000001,80,2.0,,14.0,1016.5,700,
2016-08-13,29.2,75.02,89.96000000000001,72,2.3,,14.8,1016.7,739,
2016-08-14,28.1,75.02,91.03999999999999,78,1.3,,19.1,1017.4,591,
2016-08-15,29.6,80.06,91.94,75,1.3,,16.9,1018.6,,
2016-08-16,29.2,78.08,89.96000000000001,78,7.4,,16.2,1019.1,,
2016-08-17,28.2,75.92,89.06,80,13.2,,11.2,1019.3,500,
2016-08-18,29.3,78.98,91.03999999999999,77,3.8,,12.6,1018.1,608,
2016-08-19,28.8,78.98,89.96000000000001,78,2.3,,6.8,1016.8,531,
2016-08-20,29.3,77.0,93.02,74,0.0,,7.9,1015.6,724,3
2016-08-21,30.2,78.98,93.91999999999999,70,0.0,,7.9,1016.4,623,4
2016-08-22,30.4,80.06,93.02,70,0.0,,7.9,1018.3,695,2
2016-08-23,30.5,82.94,93.91999999999999,71,0.0,,13.3,1019.4,645,
2016-08-24,29.6,80.06,89.96000000000001,79,0.0,,11.2,1017.2,414,
2016-08-25,29.7,80.06,93.91999999999999,77,0.5,,11.9,1014.6,,
2016-08-26,29.4,78.08,91.94,78,5.3,,11.2,1013.6,507,
2016-08-27,29.1,80.96,91.03999999999999,77,0.0,,15.5,1012.6,417,
2016-08-28,29.4,78.98,89.96000000000001,76,4.3,,24.1,1012.5,,
2016-08-29,26.9,75.92,86.0,88,22.9,,13.7,1012.9,,
2016-08-30,26.0,73.94,86.0,91,25.1,,11.9,1013.5,205,
2016-08-31,27.3,73.94,87.08000000000001,87,19.3,,16.9,1013.9,225,
2016-09-01,28.4,75.92,89.06,84,0.3,,16.9,1014.0,581,
2016-09-02,29.9,82.04,93.02,76,0.0,,15.1,1016.0,574,
2016-09-03,28.8,78.08,91.03999999999999,81,0.0,,8.3,1017.1,336,
2016-09-04,28.8,78.08,91.03999999999999,78,0.0,,10.4,1017.7,677,3
2016-09-05,28.4,77.0,89.06,84,17.0,,6.1,1018.3,172,
2016-09-06,26.9,73.94,89.06,86,10.2,,6.1,1019.2,299,
2016-09-07,27.2,75.92,89.96000000000001,82,0.8,,9.4,1019.0,395,
2016-09-08,28.4,78.98,89.06,81,2.3,,13.7,1016.5,373,
2016-09-09,28.9,80.06,89.96000000000001,77,0.3,,18.7,1015.5,584,
2016-09-10,28.4,75.92,89.96000000000001,78,4.8,,12.2,1017.2,468,
2016-09-11,27.9,75.92,89.06,80,7.1,,13.0,1017.2,461,
2016-09-12,28.7,80.06,91.03999999999999,76,0.0,,10.4,1014.7,265,
2016-09-13,28.0,78.08,87.98,80,0.0,,11.9,1015.5,455,
2016-09-14,28.8,80.06,89.06,78,0.0,,9.4,1017.0,571,
2016-09-15,28.6,75.92,91.03999999999999,77,0.0,,6.5,1016.3,376,
2016-09-16,28.9,78.08,91.03999999999999,75,0.0,,5.8,1016.2,593,3
2016-09-17,29.3,78.08,91.94,74,0.0,,7.9,1016.2,562,
2016-09-18,29.5,75.02,91.94,74,8.4,,8.6,1015.2,579,
2016-09-19,28.0,77.0,91.94,77,8.1,,6.1,1015.0,416,
2016-09-20,28.1,75.02,91.94,81,19.1,,5.0,1014.9,,
2016-09-21,28.2,75.92,91.03999999999999,81,18.3,,5.8,1014.6,375,
2016-09-22,27.2,75.02,89.96000000000001,86,2.3,,3.2,1015.0,122,
2016-09-23,27.3,75.92,89.06,80,3.6,,4.7,1015.5,289,
2016-09-24,26.6,75.92,89.06,90,18.0,,5.4,1016.2,228,
2016-09-25,26.8,75.02,89.06,81,0.0,,10.4,1015.8,376,
2016-09-26,27.6,75.92,87.98,80,10.2,,6.1,1014.8,321,
2016-09-27,25.9,73.04,84.91999999999999,89,16.8,,5.8,1014.3,157,
2016-09-28,26.3,71.96,91.94,86,0.0,,7.9,1016.1,526,
2016-09-29,28.4,77.0,91.94,77,0.0,,7.6,1017.7,482,
2016-09-30,28.7,75.02,91.03999999999999,75,6.4,,6.5,1016.7,303,
2016-10-01,26.9,73.94,87.98,75,6.1,,12.6,1015.8,482,
2016-10-02,29.0,77.0,91.03999999999999,74,0.8,,9.7,1013.7,,
2016-10-03,28.9,77.0,91.03999999999999,77,2.0,,13.0,1010.7,468,
2016-10-04,28.2,78.08,91.03999999999999,74,0.0,,9.7,1009.7,,
2016-10-05,29.2,78.98,91.03999999999999,75,6.9,,12.2,1009.4,432,
2016-10-06,28.6,77.0,87.08000000000001,79,23.4,,20.2,1003.5,,
2016-10-07,28.4,80.06,91.03999999999999,74,0.0,,19.1,1005.4,419,
2016-10-08,29.2,80.06,91.94,74,0.0,,10.8,1010.6,510,
2016-10-09,28.8,78.08,89.96000000000001,66,0.0,,13.7,1014.1,500,
2016-10-10,26.7,75.02,86.0,59,0.0,,16.6,1017.1,,
2016-10-11,27.8,77.0,87.08000000000001,54,0.3,,18.4,1016.8,638,
2016-10-12,27.1,75.02,87.08000000000001,70,3.8,,11.9,1014.6,170,
2016-10-13,27.5,77.0,87.98,68,0.0,,16.6,1014.9,317,
2016-10-14,27.9,78.08,87.98,65,0.0,,15.1,1017.4,445,
2016-10-15,27.9,75.02,87.98,74,62.5,,15.5,1017.3,,
2016-10-16,26.4,75.92,87.08000000000001,80,29.7,,16.6,1014.5,227,
2016-10-17,27.9,78.98,87.08000000000001,64,0.0,,17.3,1012.8,494,3
2016-10-18,26.8,75.02,87.98,70,3.8,,13.7,1013.7,310,
2016-10-19,27.4,77.0,87.98,61,0.0,,16.9,1014.0,538,3
2016-10-20,25.7,73.04,84.91999999999999,77,13.5,,8.6,1011.8,196,
2016-10-21,25.6,71.96,87.08000000000001,66,0.0,,9.4,1009.9,592,2
2016-10-22,25.1,69.98,82.04,56,0.0,,11.2,1013.7,640,1
2016-10-23,23.3,66.92,82.94,52,0.0,,13.7,1019.5,501,3
2016-10-24,25.6,69.98,82.94,52,0.0,,12.2,1020.6,219,
2016-10-25,24.9,71.96,82.04,57,0.0,,14.8,1019.6,434,
2016-10-26,26.3,71.06,86.0,63,15.0,,21.2,1019.5,,
2016-10-27,23.9,68.0,80.96,78,31.0,,20.9,1018.4,,
2016-10-28,25.2,73.04,80.96,73,6.9,,22.0,1016.8,10,
2016-10-29,25.8,75.02,80.96,82,16.0,,21.6,1016.0,,
2016-10-30,25.9,75.02,82.04,82,22.9,,18.0,1015.9,28,
2016-10-31,25.9,75.02,82.04,76,0.0,,16.6,1015.2,82,
2016-11-01,25.2,71.96,82.04,64,0.0,,17.3,1017.6,433,
2016-11-02,26.2,75.92,84.91999999999999,65,0.5,,19.4,1019.4,374,4
2016-11-03,24.4,69.98,78.98,76,4.6,,5.8,1019.1,36,
2016-11-04,23.9,69.08,82.94,74,0.0,,7.2,1017.1,372,
2016-11-05,22.9,69.08,82.04,80,10.9,,7.6,1017.6,226,
2016-11-06,23.2,68.0,80.96,70,0.8,,13.3,1018.9,245,
2016-11-07,24.4,71.96,80.06,63,0.0,,18.0,1019.5,66,
2016-11-08,24.2,71.06,80.96,58,0.0,,13.7,1019.1,456,4
2016-11-09,24.1,71.06,80.96,63,0.0,,8.3,1016.8,364,
2016-11-10,23.7,68.0,82.94,72,0.0,,5.8,1018.1,367,
2016-11-11,23.8,66.02,82.94,68,0.0,,7.2,1017.4,536,3
2016-11-12,23.0,66.02,82.04,73,0.0,,6.1,1017.3,525,3
2016-11-13,23.4,66.02,80.96,70,0.0,,7.6,1017.7,447,4
2016-11-14,23.3,66.92,80.96,74,0.0,,4.7,1015.8,108,
2016-11-15,23.6,68.0,80.96,76,5.6,,6.5,1013.3,51,
2016-11-16,21.8,64.04,80.96,62,0.0,,11.9,1013.0,531,3
2016-11-17,21.8,64.94,80.96,56,0.0,,12.2,1017.1,291,
2016-11-18,23.6,69.98,80.06,56,0.0,,11.9,1019.6,,
2016-11-19,22.8,66.92,80.96,64,0.0,,9.0,1019.1,244,
2016-11-20,21.4,62.959999999999994,78.08,65,0.0,,10.8,1018.5,499,
2016-11-21,19.3,57.92,77.0,47,0.0,,6.8,1018.7,536,
2016-11-22,20.3,60.08,78.98,60,0.0,,9.7,1019.6,331,
2016-11-23,23.1,64.94,80.96,65,0.0,,16.6,1020.6,511,
2016-11-24,24.8,73.04,82.04,67,0.0,,18.7,1021.2,198,
2016-11-25,24.6,68.0,82.04,62,0.0,,13.3,1021.3,,
2016-11-26,23.6,68.0,82.04,65,1.0,,6.8,1019.0,231,
2016-11-27,22.3,64.04,80.06,67,0.0,,13.7,1017.1,257,
2016-11-28,23.7,69.98,80.96,72,0.0,,23.0,1015.6,222,
2016-11-29,24.7,73.04,82.94,75,0.5,,22.0,1015.5,,
2016-11-30,25.0,73.94,82.04,77,0.0,,19.1,1015.6,212,
2016-12-01,25.4,73.94,84.02,87,2.3,,11.9,1015.2,,
2016-12-02,24.7,73.94,82.94,88,4.6,,9.4,1017.2,36,
2016-12-03,24.4,73.04,80.06,72,0.0,,15.1,1018.3,357,
2016-12-04,24.4,73.04,80.96,75,0.0,,19.1,1017.5,280,
2016-12-05,25.3,75.02,82.04,82,0.0,,18.0,1015.7,105,
2016-12-06,26.3,75.92,87.08000000000001,80,0.0,,15.8,1014.7,187,
2016-12-07,26.1,75.02,84.91999999999999,84,0.0,,6.5,1016.8,,
2016-12-08,24.9,71.96,84.91999999999999,88,21.3,,6.1,1018.5,94,
2016-12-09,22.4,62.059999999999995,77.0,77,0.0,,13.7,1021.3,120,
2016-12-10,19.2,62.059999999999995,71.96,93,20.3,,14.4,1023.0,,
2016-12-11,22.4,68.0,78.08,88,5.6,,20.5,1021.5,101,
2016-12-12,24.0,69.98,80.96,89,0.0,,9.7,1019.2,,
2016-12-13,24.5,71.06,86.0,83,0.0,,5.0,1018.1,314,
2016-12-14,26.2,71.06,87.08000000000001,75,0.0,,6.1,1017.8,256,
2016-12-15,24.1,69.08,82.94,74,0.0,,9.0,1018.7,246,3
2016-12-16,24.0,68.0,82.04,66,0.0,,14.8,1021.0,232,3
2016-12-17,26.0,75.92,84.91999999999999,72,1.0,,20.5,1020.7,115,
2016-12-18,27.2,78.98,86.0,76,0.0,,19.1,1021.7,216,
2016-12-19,27.3,77.0,87.08000000000001,76,0.0,,16.9,1025.0,303,
2016-12-20,26.1,71.96,84.91999999999999,73,0.3,,8.6,1023.5,103,
2016-12-21,23.9,71.06,80.06,79,0.0,,11.9,1020.9,231,
2016-12-22,22.8,66.92,82.94,74,0.0,,9.4,1020.7,,
2016-12-23,24.6,73.04,82.94,75,3.8,,14.0,1021.9,,
2016-12-24,26.1,73.94,84.91999999999999,68,0.0,,16.6,1022.6,306,3
2016-12-25,26.1,73.04,84.91999999999999,67,0.0,,21.6,1023.0,277,
2016-12-26,26.3,75.02,84.02,65,0.0,,25.2,1024.4,,
2016-12-27,25.9,73.04,84.02,67,0.0,,14.0,1022.7,372,4
2016-12-28,24.7,68.0,82.94,71,0.0,,7.6,1020.5,393,2
2016-12-29,24.3,68.0,84.91999999999999,70,0.0,,5.4,1018.4,416,2
2016-12-30,20.8,59.0,73.04,52,0.0,,14.4,1021.0,353,
2016-12-31,18.6,55.94,78.98,58,0.0,,12.6,1022.2,347,
2017-01-01,24.6,71.06,82.94,68,0.0,,15.8,1021.3,151,3
2017-01-02,26.5,77.0,84.91999999999999,74,0.0,,19.8,1020.8,152,
2017-01-03,26.4,73.04,86.0,79,17.5,,12.2,1016.6,172,
2017-01-04,24.5,73.04,82.94,83,4.1,,9.7,1012.8,44,
2017-01-05,23.5,64.94,82.04,63,0.0,,6.1,1013.5,378,
2017-01-06,22.3,62.059999999999995,82.94,80,0.0,,8.6,1015.7,200,
2017-01-07,25.3,53.96,87.08000000000001,80,15.0,,17.3,1017.4,163,
2017-01-08,15.1,51.08,69.98,63,0.0,,20.9,1027.7,451,3
2017-01-09,15.9,51.98,73.04,59,0.0,,15.5,1030.6,244,
2017-01-10,20.9,64.04,77.0,58,0.3,,16.6,1027.7,,
2017-01-11,22.3,66.92,78.98,66,0.8,,19.8,1025.5,166,
2017-01-12,23.9,71.06,80.96,60,0.0,,18.7,1025.4,142,
2017-01-13,24.2,71.96,82.04,62,0.0,,19.1,1027.0,,
2017-01-14,23.4,68.0,78.98,65,1.5,,14.8,1026.3,88,
2017-01-15,24.2,69.08,82.94,61,0.0,,16.2,1023.5,128,
2017-01-16,24.9,71.96,82.94,60,0.0,,19.8,1022.8,232,
2017-01-17,24.4,69.08,82.94,63,0.0,,13.0,1023.0,354,
2017-01-18,23.8,66.02,82.94,65,0.0,,7.6,1021.2,,
2017-01-19,23.1,66.02,84.02,67,0.0,,7.9,1017.5,,3
2017-01-20,23.2,64.94,82.94,69,0.0,,6.5,1015.7,,
2017-01-21,23.4,64.04,84.02,71,0.0,,9.7,1014.2,,3
2017-01-22,26.0,75.02,87.08000000000001,69,0.0,,24.5,1008.2,,
2017-01-23,25.0,68.0,80.06,64,30.5,,23.0,1003.6,,
2017-01-24,21.4,62.959999999999994,80.06,64,0.0,,12.2,1012.4,,1
2017-01-25,20.9,59.0,80.06,70,0.0,,6.1,1017.0,,2
2017-01-26,23.1,64.04,84.91999999999999,68,0.0,,10.4,1017.9,,
2017-01-27,23.8,66.92,84.91999999999999,68,0.0,,10.4,1017.5,338,
2017-01-28,19.8,57.92,75.02,46,0.0,,10.8,1018.8,419,
2017-01-29,15.7,53.06,66.02,73,16.8,,8.6,1019.8,,
2017-01-30,16.3,51.08,73.04,66,0.0,,5.8,1021.9,,
2017-01-31,17.8,55.04,75.02,52,0.0,,9.0,1023.6,,
2017-02-01,20.4,57.92,78.98,62,0.0,,7.6,1022.1,494,3
2017-02-02,21.8,64.04,80.06,72,0.0,,8.6,1021.5,271,
2017-02-03,22.8,66.02,82.04,73,0.0,,6.1,1021.1,254,
2017-02-04,22.6,64.94,82.04,68,0.0,,9.7,1021.4,312,2
2017-02-05,22.9,64.94,80.96,71,0.0,,6.5,1020.8,484,2
2017-02-06,22.8,64.94,82.04,71,0.0,,12.2,1020.5,,
2017-02-07,24.2,71.06,80.96,74,0.0,,15.1,1017.7,376,
2017-02-08,24.6,68.0,87.08000000000001,76,0.0,,10.1,1015.4,559,2
2017-02-09,23.8,66.92,86.0,80,0.0,,11.9,1018.1,279,
2017-02-10,22.1,62.959999999999994,77.0,63,0.0,,14.4,1025.2,562,2
2017-02-11,22.0,64.94,78.08,60,0.0,,13.3,1024.9,549,2
2017-02-12,21.8,62.059999999999995,80.06,66,0.0,,7.6,1022.0,518,2
2017-02-13,21.8,62.959999999999994,80.96,70,0.0,,8.6,1018.2,518,2
2017-02-14,22.4,64.94,82.94,75,0.0,,7.9,1015.4,487,
2017-02-15,23.0,62.959999999999994,84.02,76,0.0,,15.5,1013.0,420,
2017-02-16,22.7,60.980000000000004,78.08,70,0.0,,15.1,1014.8,257,
2017-02-17,18.9,57.02,77.0,69,0.0,,10.4,1018.0,383,
2017-02-18,21.3,62.059999999999995,80.06,78,0.0,,9.0,1017.0,230,
2017-02-19,24.0,66.92,86.0,80,0.0,,9.7,1017.0,431,
2017-02-20,22.4,68.0,80.06,74,0.0,,10.4,1018.9,352,3
2017-02-21,21.2,66.92,78.98,71,0.0,,13.3,1017.0,139,
2017-02-22,20.2,64.04,75.02,88,33.0,,13.3,1007.6,32,
2017-02-23,20.7,62.959999999999994,80.06,72,0.0,,11.9,1004.2,505,
2017-02-24,21.4,62.059999999999995,82.94,79,0.0,,7.9,1008.4,388,
2017-02-25,22.9,64.94,86.0,80,0.0,,8.3,1012.6,436,
2017-02-26,23.2,66.02,82.94,71,0.0,,13.3,1018.5,530,3
2017-02-27,25.0,73.94,82.94,72,0.3,,21.2,1022.4,326,
2017-02-28,25.4,73.94,82.94,73,0.0,,20.9,1023.3,482,
2017-03-01,24.9,71.96,82.94,74,0.0,,15.1,1020.0,422,3
2017-03-02,24.6,69.08,84.91999999999999,78,4.6,,8.6,1018.4,238,
2017-03-03,23.3,66.92,80.96,71,0.0,,17.3,1022.9,258,
2017-03-04,22.6,69.98,77.0,51,0.0,,23.8,1026.6,419,
2017-03-05,21.9,69.08,75.92,48,0.0,,30.6,1026.5,439,
2017-03-06,21.8,68.0,77.0,54,0.0,,27.7,1025.7,158,
2017-03-07,22.4,69.08,78.98,63,0.0,,24.5,1025.0,,
2017-03-08,23.1,66.92,80.06,63,0.0,,15.5,1024.8,587,
2017-03-09,23.1,64.94,80.96,66,0.0,,10.4,1022.4,501,3
2017-03-10,23.4,66.02,86.0,66,0.0,,6.8,1019.2,,
2017-03-11,23.5,68.0,82.94,67,0.0,,14.4,1018.7,410,
2017-03-12,24.1,68.0,82.94,70,33.8,,11.9,1017.5,212,
2017-03-13,23.2,66.92,82.94,76,0.0,,12.6,1015.1,480,
2017-03-14,22.9,62.059999999999995,77.0,71,10.2,,15.5,1014.4,400,
2017-03-15,17.6,57.02,69.98,52,0.0,,14.0,1020.6,634,
2017-03-16,16.3,53.06,71.96,49,0.0,,11.2,1024.6,666,
2017-03-17,18.2,57.02,75.92,49,0.0,,12.6,1026.4,,
2017-03-18,20.9,64.04,78.08,57,0.0,,9.7,1024.3,435,
2017-03-19,21.3,59.0,82.94,60,0.0,,11.2,1020.7,638,2
2017-03-20,21.3,62.959999999999994,78.08,58,0.0,,12.6,1020.7,620,3
2017-03-21,21.6,62.959999999999994,78.98,52,0.0,,9.4,1020.8,639,2
2017-03-22,22.0,64.04,82.04,56,0.0,,7.9,1019.2,675,1
2017-03-23,23.2,66.02,84.91999999999999,69,29.7,,13.7,1021.3,,
2017-03-24,22.7,69.08,80.06,72,15.0,,23.0,1023.6,174,
2017-03-25,23.5,69.08,80.96,68,1.8,,19.4,1021.3,,
2017-03-26,23.6,69.08,82.04,69,4.6,,15.5,1018.8,301,
2017-03-27,23.8,66.92,82.04,62,0.0,,10.1,1017.4,454,3
2017-03-28,23.6,66.92,82.94,67,0.0,,7.2,1016.5,571,3
2017-03-29,25.1,71.96,84.02,63,0.0,,9.4,1016.6,652,2
2017-03-30,24.9,71.06,84.02,63,0.0,,15.5,1015.8,473,3
2017-03-31,25.9,73.94,87.08000000000001,65,0.0,,17.6,1013.9,504,
2017-04-01,26.6,73.94,87.98,72,0.0,,9.4,1016.1,445,
2017-04-02,26.7,75.02,87.98,80,0.0,,13.3,1017.2,388,
2017-04-03,26.7,77.0,84.91999999999999,71,0.0,,19.4,1015.7,491,
2017-04-04,26.9,75.02,86.0,69,0.0,,16.9,1015.1,578,3
2017-04-05,26.7,75.02,87.08000000000001,75,0.0,,13.7,1015.8,500,
2017-04-06,27.7,69.08,91.03999999999999,70,0.0,,18.0,1015.0,509,
2017-04-07,21.7,62.959999999999994,77.0,46,0.0,,15.5,1017.5,703,
2017-04-08,20.2,57.92,78.08,46,0.0,,9.4,1017.5,489,
2017-04-09,22.8,64.94,80.96,53,0.0,,15.1,1018.5,288,
2017-04-10,23.4,68.0,80.96,57,0.0,,18.4,1020.7,267,
2017-04-11,23.8,69.08,80.96,58,0.0,,17.3,1020.9,418,
2017-04-12,24.3,69.98,84.02,69,1.5,,18.0,1019.5,238,
2017-04-13,24.4,71.96,82.04,60,0.0,,18.4,1019.6,507,
2017-04-14,24.6,71.06,82.94,57,0.0,,18.7,1019.9,99,
2017-04-15,25.2,73.94,84.02,61,0.0,,27.0,1021.4,345,
2017-04-16,24.8,71.96,80.96,60,0.0,,23.4,1021.1,425,
2017-04-17,24.9,73.04,80.96,63,0.0,,19.8,1019.1,77,
2017-04-18,25.5,73.04,82.94,62,0.0,,20.9,1019.1,436,
2017-04-19,25.4,73.94,82.94,61,0.0,,23.0,1020.1,333,
2017-04-20,24.9,73.04,80.96,62,0.5,,22.3,1019.1,321,
2017-04-21,24.7,73.04,82.04,58,0.0,,23.0,1016.2,450,
2017-04-22,25.3,73.94,82.94,67,0.0,,21.6,1013.6,214,
2017-04-23,24.2,71.06,80.06,88,52.8,,9.7,1009.5,60,
2017-04-24,25.1,69.98,89.06,73,0.0,,14.8,1008.2,525,
2017-04-25,24.4,68.0,86.0,57,0.0,,11.5,1010.6,639,2
2017-04-26,24.4,64.94,84.91999999999999,66,0.0,,12.6,1012.3,666,2
2017-04-27,27.8,78.08,89.06,74,0.0,,15.5,1013.7,625,
2017-04-28,28.2,78.98,87.98,72,0.0,,22.3,1017.4,508,
2017-04-29,28.0,78.98,87.98,67,0.0,,27.7,1019.4,425,
2017-04-30,27.6,78.98,87.98,67,0.0,,28.8,1018.9,427,
2017-05-01,27.6,78.08,86.0,69,0.0,,23.4,1017.8,289,
2017-05-02,27.6,71.06,87.98,71,3.6,,16.2,1016.3,350,
2017-05-03,26.2,71.06,87.98,69,0.0,,13.3,1015.6,585,3
2017-05-04,27.7,77.0,87.98,68,0.0,,14.8,1012.5,484,
2017-05-05,26.9,69.98,87.08000000000001,72,11.9,,17.3,1009.5,168,
2017-05-06,23.3,66.92,82.94,50,0.0,,12.2,1013.0,739,2
2017-05-07,23.4,66.02,84.91999999999999,49,0.0,,10.4,1015.9,749,0
2017-05-08,24.8,66.92,87.08000000000001,53,0.0,,6.5,1016.5,744,1
2017-05-09,26.2,71.06,87.98,55,0.0,,9.0,1017.2,713,
2017-05-10,26.8,71.96,89.06,61,0.0,,8.6,1018.3,723,2
2017-05-11,26.8,71.96,87.98,60,0.0,,9.7,1017.0,737,
2017-05-12,27.1,71.96,89.06,66,0.0,,11.5,1014.2,655,
2017-05-13,28.1,75.02,93.02,61,0.0,,14.4,1012.0,565,
2017-05-14,27.7,73.94,89.96000000000001,68,9.4,,12.6,1011.6,383,
2017-05-15,27.3,71.96,93.02,65,0.0,,10.8,1013.3,646,3
2017-05-16,28.2,75.92,89.06,69,0.0,,18.7,1015.4,498,
2017-05-17,28.5,80.06,89.06,67,4.1,,25.9,1016.5,526,
2017-05-18,28.1,75.92,87.98,74,22.6,,23.0,1016.1,360,
2017-05-19,27.9,78.98,89.06,74,0.0,,26.6,1016.1,270,
2017-05-20,28.7,80.06,87.98,66,0.0,,22.3,1017.6,622,
2017-05-21,28.2,78.08,87.98,64,0.0,,18.7,1018.9,715,3
2017-05-22,27.9,77.0,87.98,66,0.0,,13.7,1017.6,,3
2017-05-23,28.1,77.0,89.06,67,0.0,,16.2,1014.4,535,
2017-05-24,29.3,73.04,91.94,72,11.9,,17.6,1011.2,463,
2017-05-25,27.4,75.92,91.03999999999999,77,0.3,,13.3,1012.1,82,
2017-05-26,28.8,78.98,93.02,74,4.3,,9.0,1016.6,489,
2017-05-27,30.0,80.96,95.0,72,0.3,,9.7,1017.3,580,
2017-05-28,30.1,77.0,98.06,57,0.0,,9.4,1016.3,,2
2017-05-29,29.4,78.08,93.02,66,0.0,,8.6,1017.7,543,
2017-05-30,29.7,80.06,91.94,66,0.0,,12.2,1019.0,472,
2017-05-31,29.9,80.96,91.94,66,0.0,,16.6,1018.7,522,
2017-06-01,29.4,78.98,91.03999999999999,70,0.8,,11.9,1017.9,,
2017-06-02,27.0,73.94,84.91999999999999,81,131.8,,9.4,1017.0,39,
2017-06-03,26.2,75.92,84.91999999999999,82,4.3,,7.6,1016.0,49,
2017-06-04,26.6,75.92,87.08000000000001,78,16.8,,9.7,1014.9,39,
2017-06-05,28.4,77.0,87.98,79,2.8,,11.2,1013.3,18,
2017-06-06,25.6,73.94,84.91999999999999,87,54.6,,7.6,1011.5,,
2017-06-07,25.2,71.96,86.0,87,49.3,,11.5,1011.0,53,
2017-06-08,26.7,75.02,91.94,80,8.4,,17.6,1009.8,285,
2017-06-09,27.0,75.92,89.06,83,8.9,,7.9,1012.9,231,
2017-06-10,27.4,75.92,89.06,78,0.0,,11.9,1016.8,193,
2017-06-11,29.6,82.04,91.03999999999999,73,0.0,,17.6,1019.1,449,
2017-06-12,29.2,80.06,89.96000000000001,71,1.0,,17.3,1018.0,168,
2017-06-13,29.0,80.06,89.96000000000001,71,0.0,,12.6,1017.0,472,
2017-06-14,28.3,78.08,89.06,77,4.8,,10.1,1017.0,117,
2017-06-15,28.2,75.92,89.96000000000001,76,4.8,,9.0,1016.5,397,
2017-06-16,26.8,75.92,89.06,77,4.1,,7.9,1014.8,409,
2017-06-17,28.1,77.0,89.06,75,1.8,,11.9,1013.8,515,
2017-06-18,28.3,75.92,91.03999999999999,75,5.8,,15.5,1014.4,,
2017-06-19,27.4,75.92,87.08000000000001,78,37.6,,17.6,1015.1,15,
2017-06-20,29.5,82.04,89.96000000000001,71,0.0,,23.4,1015.7,403,
2017-06-21,29.7,78.98,91.03999999999999,75,0.3,,19.8,1016.6,290,
2017-06-22,29.4,78.98,89.96000000000001,69,0.0,,19.1,1017.8,610,
2017-06-23,29.7,82.04,89.96000000000001,67,0.0,,18.0,1017.0,625,4
2017-06-24,29.8,82.04,91.03999999999999,66,0.0,,16.9,1017.9,683,
2017-06-25,29.9,82.04,91.03999999999999,66,0.0,,15.5,1019.0,731,
2017-06-26,30.0,82.04,91.94,67,0.0,,13.0,1017.5,614,4
2017-06-27,28.9,80.06,91.94,72,6.4,,7.6,1015.9,294,
2017-06-28,28.9,75.92,91.94,71,17.5,,8.6,1016.7,294,
2017-06-29,29.0,78.08,89.96000000000001,74,41.4,,7.6,1018.1,279,
2017-06-30,29.7,80.06,91.03999999999999,69,2.5,,14.4,1019.0,532,
2017-07-01,30.4,82.94,91.94,66,0.0,,15.8,1020.0,589,
2017-07-02,30.2,80.96,91.94,66,0.0,,14.8,1020.4,617,
2017-07-03,30.4,82.94,91.94,66,0.0,,16.6,1019.3,,3
2017-07-04,29.9,82.04,91.03999999999999,67,0.0,,14.4,1019.0,361,
